,Name,Price,Rate,property,carpet-area,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony
2524,"3 BHK Flat for Sale in Signature Residency, Tronica City, Ghaziabad",₹40 Lac ,₹2613 per sqft ,,1050 sqft,Ready to Move,2 out of 12,Resale,North - East,"Garden/Park, Main Road",Freehold,3 Covered,3,4
2525,"2 BHK Flat for Sale in Sethi Max Royal, Sector 76, Noida",₹84 Lac ,₹8936 per sqft ,,576 sqft,Ready to Move,2 out of 15,Resale,East,Main Road,Leasehold,2 Covered,2,3
2526,"1 BHK Flat for Sale in Morta, Ghaziabad",₹20.7 Lac ,₹3253 per sqft ,,,Ready to Move,12 out of 13,New Property,North,Garden/Park,Freehold,,1,3
2527,"1 BHK Flat for Sale in Morta, Ghaziabad",₹20.7 Lac ,₹3253 per sqft ,,,Ready to Move,12 out of 14,New Property,East,Main Road,Freehold,,1,4
2528,"1 BHK Flat for Sale in Mehak Jeevan, Garhi, Raj Nagar Extension, Ghaziabad",₹20.7 Lac ,₹3253 per sqft ,,,Ready to Move,12 out of 14,New Property,North - West,Main Road,Freehold,,1,2
2529,"1 BHK Flat for Sale in Mehak Jeevan, Garhi, Raj Nagar Extension, Ghaziabad",₹21 Lac ,₹3292 per sqft ,,,Poss. by Nov '24,11 out of 13,New Property,South - East,"Garden/Park, Pool, Main Road",Leasehold,,1,2
2530,"1 BHK Flat for Sale in Mehak Jeevan, Raj Nagar Extension, Ghaziabad",₹21 Lac ,₹3297 per sqft ,,,Poss. by Sep '24,12 out of 14,New Property,,,,,1,6
2531,"3 BHK Flat for Sale in Nirala Estate Phase 2, Noida Extension, Noida",₹92 Lac ,₹7510 per sqft ,,,Ready to Move,4 out of 25,New Property,,,,,2,1
2532,"3 BHK Flat for Sale in Whiteland Blissville, Sector 76, Delhi Gurgaon Expressway, Gurgaon",₹1.25 Cr ,₹9535 per sqft ,,,Ready to Move,3 out of 3,New Property,,,,,3,2
2533,"3 BHK Flat for Sale in Parijat Apartment, Aashirwaad Chowk, Dwarka, New Delhi",₹1.71 Cr ,₹9243 per sqft ,,,Ready to Move,15 out of 24,Resale,,,,,3,4
2534,"3 BHK Flat for Sale in RG Residency, Sector 120, Noida",₹1.15 Cr ,₹6446 per sqft ,,,Ready to Move,Ground out of 1,Resale,,,,,4,
2535,1 BHK House for Sale in Chhattarpur New Delhi,₹45 Lac ,₹10000 per sqft ,,,Ready to Move,7 out of 7,Resale,,,,,1,
2536,"3 BHK Flat for Sale in Sukh Sagar Apartment, Indraprastha Extension, Patparganj, New Delhi",₹1.70 Cr ,₹12134 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,,,2,
2537,"8 BHK House for Sale in Sihani Gate, Naya Ganj Ghaziabad",₹75.3 Lac ,₹3765 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,3,
2538,"7 BHK House for Sale in Sihani Gate, Naya Ganj Ghaziabad",₹1.30 Cr ,₹6420 per sqft ,,,Ready to Move,Ground out of 2,Resale,,,,,2,
2539,"4 BHK Flat for Sale in DDA Flats Vasant Kunj, Vasant Kunj, New Delhi",₹4.50 Cr ,₹20455 per sqft ,,,Ready to Move,9 out of 11,Resale,,,,,5,
2540,"7 BHK House for Sale in Avantika Colony, Shastri Nagar Ghaziabad",₹2.25 Cr ,₹5294 per sqft ,,,Ready to Move,9 out of 11,Resale,,,,,4,
2541,"3 BHK Flat for Sale in DDA Flats Pocket 1, Vasant Kunj Sector B, New Delhi",₹5 Cr ,₹16667 per sqft ,,,Ready to Move,12 out of 20,New Property,,,,,3,
2542,5 BHK Flat for Sale in Gurgaon,₹1.35 Cr ,₹5271 per sqft ,,,Poss. by Sep '26,2 out of 4,Resale,,,,,3,
2543,"2 BHK Flat for Sale in Vaibhav Khand, Indirapuram, Ghaziabad",₹65 Lac ,₹5717 per sqft ,,,Ready to Move,5 out of 20,Resale,,,,,2,
2544,"4 BHK Villa for Sale in Rise Resort Residences, Greater Noida West Greater Noida",₹2 Cr ,₹5442 per sqft ,,,Ready to Move,14 out of 22,Resale,,,,,4,
2545,"2 BHK Flat for Sale in Ambience Creacions, Sector 22, Gurgaon",₹1.60 Cr ,₹11594 per sqft ,,,,3 out of 3,Resale,,,,,2,
2546,"3 BHK Flat for Sale in M3M Antalya Hills Phase I, Sector 79, Gurgaon",₹1.51 Cr ,₹9450 per sqft ,,,,,New Property,,,,,3,
2547,"2 BHK Flat for Sale in Sector 1 Greater Noida West, Greater Noida",₹74 Lac ,₹6424 per sqft ,,,,,New Property,,,,,2,
2548,"2 BHK Flat for Sale in 3C Lotus Boulevard Espacia, Sector 100, Noida",₹1 Cr ,₹8511 per sqft ,,,,,Resale,,,,,2,
2549,"4 BHK Flat for Sale in New Rohtak Road, New Delhi",₹3 Cr ,₹15385 per sqft ,,,,,Resale,,,,,3,
2550,"2 BHK Flat for Sale in Noida Extention, Greater Noida",₹36 Lac ,₹3529 per sqft ,Its My Home,2100 sqft,Ready to Move,15 out of 21,Resale,North,"Garden/Park, Main Road",Freehold,2 Covered,2,3
2551,"4 BHK Flat for Sale in Sector 21C, Mathura Road, Faridabad",₹1.95 Cr ,₹8125 per sqft ,,3200 sqft,Ready to Move,3 out of 4,New Property,East,Garden/Park,Freehold,1 Covered,5,5
2552,"3 BHK Flat for Sale in Green Park Extension, New Delhi",₹2.75 Cr ,₹15278 per sqft ,,1456 sqft,Ready to Move,Ground out of 2,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,3 Covered,3,4
2553,"2 BHK Flat for Sale in SRS Residency, Sector 88, Faridabad",₹42.5 Lac ,₹3259 per sqft ,,320 sqft,Ready to Move,4 out of 13,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",2,3
2554,"4 BHK Flat for Sale in DLF Nestle House, DLF City Phase 2, Gurgaon",₹6 Cr ,₹13280 per sqft ,,400 sqft,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,1 Covered,5,2
2555,"3 BHK Flat for Sale in Pari Chowk, Greater Noida",₹70 Lac ,₹4499 per sqft ,,514 sqft,Ready to Move,14 out of 17,Resale,East,Garden/Park,Freehold,"1 Covered,",3,1
2556,"1 BHK Flat for Sale in Rohini Sector 24, New Delhi",₹30 Lac ,₹8821 per sqft ,,375 sqyrd,Ready to Move,2 out of 4,New Property,East,Main Road,Leasehold,2 Covered,1,1
2557,"2 BHK Flat for Sale in Shadipur, New Delhi",₹42 Lac ,₹6667 per sqft ,,1850 sqft,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Pool",Freehold,1 Covered,2,2
2558,3 BHK Flat for Sale in New Delhi,₹83 Lac ,₹12048 per sqft ,,1300 sqft,Ready to Move,1 out of 5,Resale,North - East,"Garden/Park, Main Road",Freehold,,2,1
2559,"2 BHK Flat for Sale in Shaheed Nagar, Ghaziabad",₹15 Lac ,₹3030 per sqft ,,,Ready to Move,4 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,,1,2
2560,"1 BHK Flat for Sale in Gautam Budh Nagar, Greater Noida",₹16 Lac ,₹5926 per sqft ,,,Ready to Move,4 out of 8,Resale,East,Garden/Park,Freehold,,1,1
2561,"3 BHK Flat for Sale in Sector 151, Noida Express Way, Noida",₹75 Lac ,₹5172 per sqft ,,,Poss. by Jul '24,10 out of 22,Resale,East,Main Road,Leasehold,,3,3
2562,"2 BHK Flat for Sale in Unitech Sunbreeze, Sector 69, Gurgaon",₹71 Lac ,₹6484 per sqft ,,,Ready to Move,4 out of 12,Resale,North - East,Garden/Park,Freehold,,2,3
2563,"2 BHK Flat for Sale in Tri Nagar, New Delhi",₹65 Lac ,₹7222 per sqft ,,,Ready to Move,3 out of 5,Resale,North - East,,Freehold,,2,
2564,"3 BHK Flat for Sale in Sector 49, Faridabad",₹58 Lac ,₹4919 per sqft ,,,Ready to Move,1 out of 4,Resale,,,Leasehold,,2,
2565,"2 BHK Flat for Sale in Sector 143, Noida Express Way, Noida",₹50 Lac ,₹4808 per sqft ,,,Ready to Move,15 out of 18,Resale,,,,,2,
2566,"2 BHK Flat for Sale in Shahpur Jat, Siri Fort, New Delhi",₹80 Lac ,₹11111 per sqft ,,,Ready to Move,1 out of 3,Resale,,,,,1,
2567,"3 BHK Flat for Sale in Shahpur Jat, Siri Fort, New Delhi",₹1.45 Cr ,₹11600 per sqft ,,,Ready to Move,1 out of 2,Resale,,,,,2,
2568,"3 BHK Flat for Sale in Poorvi Shalimar Bagh, New Delhi",₹1.20 Cr ,₹12121 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,2,
2569,"3 BHK Flat for Sale in Sector 22, Mathura Road, Faridabad",₹48.6 Lac ,₹5769 per sqft ,,,Ready to Move,1 out of 2,Resale,,,,,3,
2570,"1 BHK Flat for Sale in Shastri Nagar Block B, New Delhi",₹35 Lac ,₹4118 per sqft ,,,Ready to Move,3 out of 4,Resale,,,,,1,
2571,"2 BHK Flat for Sale in Apex Our Homes, Sector 37C, Delhi Gurgaon Expressway, Gurgaon",₹38.5 Lac ,₹12472 per sqft ,,,Ready to Move,2 out of 4,New Property,,,,,2,
2572,"2 BHK Flat for Sale in Virender Nagar, New Delhi",₹55 Lac ,₹7222 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,2,
2573,"2 BHK Flat for Sale in Poorvi Shalimar Bagh, New Delhi",₹65 Lac ,₹10101 per sqft ,,,Ready to Move,Ground out of 5,Resale,,,,,2,
2574,"3 BHK Flat for Sale in Punjabi Bagh West, New Delhi",₹2.50 Cr ,₹5196 per sqft ,,,Ready to Move,14 out of 17,Resale,,,,,2,
2575,"2 BHK Flat for Sale in Gaur City 2 White Orchid, Greater Noida West, Greater Noida",₹57 Lac ,₹12183 per sqft ,,,Ready to Move,Ground out of 1,Resale,,,,,2,
2576,"5 BHK House for Sale in Sector 28, Mathura Road Faridabad",₹6.25 Cr ,₹3005 per sqft ,,,Ready to Move,8 out of 8,Resale,,,,,4,
2577,"3 BHK Flat for Sale in Sector 65, Faridabad",₹55 Lac ,₹13636 per sqft ,,,Ready to Move,9 out of 10,Resale,,,,,2,
2578,"4 BHK Flat for Sale in Vishrantika Apartments, Dwarka, New Delhi",₹3 Cr ,₹8151 per sqft ,,,,8 out of 28,Resale,,,,,4,
2579,"3 BHK Flat for Sale in 3C Lotus Boulevard, Sector 100 Block A, Noida",₹1.45 Cr ,,,,,,Resale,,,,,3,
2580,"3 BHK Flat for Sale in Budh Vihar Phase 1, New Delhi",₹35 Lac ,₹3158 per sqft ,,900 sqft,Ready to Move,3 out of 4,Resale,West,Main Road,Power Of Attorney,1 Covered,2,1
2581,"2 BHK Flat for Sale in Urban One, Dayal Bagh Colony, Badarpur Metro, Faridabad",₹30 Lac ,₹6422 per sqft ,,750 sqft,Ready to Move,Ground out of 3,Resale,North - West,Main Road,Freehold,1 Covered,2,2
2582,"2 BHK Flat for Sale in ACE City, Noida Extension Block D, Noida",₹70 Lac ,₹6462 per sqft ,,612 sqft,Ready to Move,10 out of 25,Resale,East,Main Road,Freehold,1 Covered,2,2
2583,2 BHK Flat for Sale in New Delhi,₹42 Lac ,₹2500 per sqft ,,600 sqft,Ready to Move,2 out of 4,Resale,North - East,Main Road,Freehold,"2 Covered,",2,2
2584,"2 BHK Flat for Sale in Sudha Sarovar Apartment, Govindpuram, Ghaziabad",₹17.5 Lac ,₹4127 per sqft ,,420 sqft,Ready to Move,2 out of 2,Resale,North - East,Pool,Leasehold,"2 Covered,",2,1
2585,"2 BHK Flat for Sale in Sitapuri, New Delhi",₹26 Lac ,₹4800 per sqft ,,540 sqft,Ready to Move,1 out of 5,Resale,East,Main Road,Freehold,,1,1
2586,"1 BHK Flat for Sale in Mahavir Enclave Part 1, New Delhi",₹24 Lac ,₹5333 per sqft ,,2666 sqft,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,,1,1
2587,"2 BHK Flat for Sale in Dwarka Mor, New Delhi",₹32 Lac ,₹5364 per sqft ,,1250 sqft,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,,2,2
2588,"1 BHK Flat for Sale in ADITYA CELEBRITY HOMES, Sector 76, Noida",₹29.5 Lac ,₹5455 per sqft ,,1295 sqft,Ready to Move,8 out of 14,Resale,East,"Garden/Park, Pool",Power Of Attorney,,1,1
2589,"1 BHK Flat for Sale in ADITYA CELEBRITY HOMES, Sector 76, Noida",₹30 Lac ,₹5455 per sqft ,,3200 sqft,Ready to Move,7 out of 14,Resale,North - East,"Garden/Park, Main Road",Leasehold,,1,2
2590,"1 BHK Flat for Sale in ADITYA CELEBRITY HOMES, Sector 76, Noida",₹30 Lac ,₹4150 per sqft ,,300 sqyrd,Ready to Move,6 out of 14,New Property,East,Garden/Park,Freehold,,1,3
2591,"1 BHK Flat for Sale in The Golden Palm, Sector 168, Noida Express Way, Noida",₹21 Lac ,₹4150 per sqft ,,103 sqm,Ready to Move,21 out of 31,Resale,North,Main Road,Freehold,,1,2
2592,"1 BHK Flat for Sale in The Golden Palm, Sector 168, Noida Express Way, Noida",₹21 Lac ,₹3241 per sqft ,,1600 sqft,Ready to Move,7 out of 31,New Property,,,,,1,2
2593,2 BHK House for Sale in Lal Kuan Ghaziabad,₹35 Lac ,₹3901 per sqft ,,,Ready to Move,Ground out of 2,Resale,,,,,2,1
2594,"3 BHK Flat for Sale in Raheja Vedaanta, Sector 108, Gurgaon",₹1.04 Cr ,₹2536 per sqft ,,,Ready to Move,Lower Basement out of 14,Resale,,,,,2,3
2595,"3 BHK Flat for Sale in Noida Extention, Greater Noida",₹35.5 Lac ,₹3978 per sqft ,,,Ready to Move,2 out of 4,New Property,,,,,2,2
2596,"3 BHK Flat for Sale in Migsun Ultimo, Omicron 3, Greater Noida",₹55.5 Lac ,₹21324 per sqft ,,,Ready to Move,14 out of 21,Resale,,,,,2,3
2597,"4 BHK Flat for Sale in Hauz Khas Enclave, Hauz Khas, New Delhi",₹7.25 Cr ,₹12778 per sqft ,,,Ready to Move,1 out of 4,New Property,,,,,5,3
2598,"3 BHK Flat for Sale in Soami Nagar, New Delhi",₹2.30 Cr ,₹40000 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,,,3,3
2599,"3 BHK Flat for Sale in Budh Vihar Phase 1, New Delhi",₹40 Lac ,₹3942 per sqft ,,,Ready to Move,4 out of 4,New Property,,,,,2,
2600,"2 BHK Flat for Sale in Omicron 1, Greater Noida",₹41 Lac ,₹3148 per sqft ,,,Ready to Move,20 out of 20,Resale,,,,,2,
2601,"2 BHK Flat for Sale in Radhika Green, Tilpata karanwas, Greater Noida",₹25.5 Lac ,₹3636 per sqft ,,,Ready to Move,3 out of 4,Resale,,,,,2,
2602," Studio Apartment for Sale in Omaxe ITC, Alpha 2, Greater Noida",₹20 Lac ,₹3182 per sqft ,,,Poss. by Jun '25,6 out of 12,Resale,,,,,1,
2603,"2 BHK Flat for Sale in Amrapali Kingswood, Greater Noida West, Greater Noida",₹35 Lac ,₹23889 per sqft ,,,Ready to Move,15 out of 24,Resale,,,,,2,
2604,"4 BHK Flat for Sale in Greater Kailash 1, New Delhi",₹6.45 Cr ,₹15769 per sqft ,,,Poss. by Dec '26,1 out of 4,New Property,,,,,4,
2605,3 BHK House for Sale in Gurgaon Rural Gurgaon,₹3.25 Cr ,₹7750 per sqft ,,,Ready to Move,6 out of 8,Resale,,,,,3,
2606,"2 BHK Flat for Sale in Rail Kunj Apartments, Vasundhara, Ghaziabad",₹62 Lac ,₹5113 per sqft ,,,Ready to Move,20 out of 25,Resale,,,,,2,
2607,"3 BHK Flat for Sale in Paras Tierea, Sector 137, Noida Express Way, Noida",₹68 Lac ,₹7143 per sqft ,,,Ready to Move,3 out of 4,Resale,,,,,2,
2608,"2 BHK Flat for Sale in Vasundhara Sector 3, Ghaziabad",₹50 Lac ,₹16111 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,2,
2609,"3 BHK Flat for Sale in Patel Nagar East, Patel Nagar, New Delhi",₹2.90 Cr ,,,,,,New Property,,,,,3,
2610,3 BHK House for Sale in moedl basti filmistan New Delhi,₹8 Cr ,₹66667 per sqft ,Viksons Project LLP,200 sqyrd,Ready to Move,Ground out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Open,2,2
2611,"4 BHK Flat for Sale in M3M Capital, Sector 113, Gurgaon",₹1.93 Cr ,₹9369 per sqft ,Shri Guruji Associates,1850 sqft,Poss. by Mar '25,4 out of 15,New Property,East,Main Road,Freehold,1 Covered,4,2
2612,"2 BHK Flat for Sale in Sohna Sector 5, Gurgaon",₹27 Lac ,₹4779 per sqft ,7 Star Property,1100 sqft,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,"1 Covered,",2,1
2613,"4 BHK Flat for Sale in Sector 89, Faridabad",₹1.62 Cr ,₹4500 per sqft ,,300 sqyrd,Ready to Move,1 out of 3,New Property,East,"Garden/Park, Main Road",Freehold,1 Covered,3,5
2614,"3 BHK Flat for Sale in Arun Vihar, Sector 37, Golf course Metro, Noida",₹1.20 Cr ,₹8889 per sqft ,,1720 sqft,Ready to Move,2 out of 4,Resale,South,Main Road,Freehold,"2 Covered,",2,3
2615,"10 BHK House for Sale in Ardee City, Sector 52 Gurgaon",₹6.50 Cr ,₹24074 per sqft ,,50 sqft,Ready to Move,4 out of 8,Resale,South -West,Main Road,Freehold,1 Open,10,2
2616,"2 BHK Flat for Sale in Signature Global City 92 Phase 2, Sector 92, Gurgaon",₹78 Lac ,₹7723 per sqft ,,7000 sqft,Poss. by Jul '25,Ground out of 3,Resale,North,"Garden/Park, Pool",Freehold,"1 Covered,",2,3
2617,"2 BHK Flat for Sale in Patel Nagar, Ghaziabad",₹50 Lac ,₹4112 per sqft ,,400 sqft,Ready to Move,3 out of 3,Resale,North - West,Main Road,Leasehold,"1 Covered,",2,1
2618,"3 BHK House for Sale in LIC Colony, Paschim Vihar New Delhi",₹2.25 Cr ,₹13889 per sqft ,,1215 sqft,Ready to Move,Ground out of 24,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,3,1
2619,"2 BHK Flat for Sale in Shatabdipuram, Govindpuram, Ghaziabad",₹24 Lac ,₹2667 per sqft ,,4200 sqft,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,2,3
2620,"4 BHK Flat for Sale in Greater Noida West, Noida",₹1.75 Cr ,₹7973 per sqft ,,1600 sqft,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,4,2
2621,"3 BHK Flat for Sale in DDA Flat AC Block, Shalimar bagh, New Delhi",₹1.50 Cr ,₹11148 per sqft ,,1250 sqft,Ready to Move,5 out of 14,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,"2 Covered,",2,1
2622,"3 BHK Flat for Sale in Greater Kailash 2, New Delhi",₹3.11 Cr ,₹18294 per sqft ,,1296 sqft,Ready to Move,1 out of 4,Resale,East,,Freehold,1 Covered,3,3
2623,"3 BHK Flat for Sale in Raj Nagar Extension, Ghaziabad",₹55 Lac ,₹3691 per sqft ,,700 sqft,Ready to Move,3 out of 4,Resale,East,,Leasehold,"1 Covered,",3,2
2624,"1 BHK Flat for Sale in Uttam Nagar, New Delhi",₹17 Lac ,₹3778 per sqft ,,1761 sqft,Ready to Move,1 out of 3,Resale,,,,2 Covered,1,1
2625,"1 BHK Flat for Sale in Uttam Nagar, New Delhi",₹13 Lac ,₹23636 per sqft ,,2052 sqft,Ready to Move,10 out of 14,Resale,,,,,1,3
2626,10 BHK House for Sale in Sector 50 Noida,₹9.25 Cr ,₹11562 per sqft ,,,Ready to Move,1 out of 7,Resale,,,,,8,3
2627," Studio Apartment for Sale in Conscient One, Sector 109, Gurgaon",₹66 Lac ,₹11092 per sqft ,,,Ready to Move,7 out of 15,New Property,,,,,1,2
2628,"3 BHK Flat for Sale in Jal Vayu Vihar, Sector 21, Noida",₹1.05 Cr ,₹7500 per sqft ,,,Ready to Move,9 out of 30,Resale,,,,,2,1
2629,"4 BHK Flat for Sale in Sare Petioles, Sector 92, Gurgaon",₹1.30 Cr ,₹6373 per sqft ,,,Ready to Move,1 out of 5,Resale,,,,,4,3
2630,"4 BHK Flat for Sale in DLF The Belaire, Sector 54, Gurgaon",₹9 Cr ,₹21297 per sqft ,,,Ready to Move,1 out of 3,Resale,,,,,5,5
2631,"3 BHK Flat for Sale in Tarun Vihar Apartment, Rohini Sector 13, New Delhi",₹1.90 Cr ,₹11875 per sqft ,,,Ready to Move,14 out of 14,Resale,,,,,2,
2632,"4 BHK Flat for Sale in Vasundhara, Ghaziabad",₹1.38 Cr ,₹7667 per sqft ,,,Ready to Move,1 out of 1,New Property,,,,,3,
2633,"3 BHK Flat for Sale in Sector 86, Faridabad",₹75 Lac ,₹4759 per sqft ,,,Ready to Move,10 out of 25,Resale,,,,,2,
2634,1 BHK House for Sale in Uttam Nagar New Delhi,₹20 Lac ,₹6667 per sqft ,,,Ready to Move,2 out of 13,Resale,,,,,1,
2635,"2 BHK Flat for Sale in Ireo Victory Valley, Sector 67, Gurgaon",₹1.70 Cr ,₹11348 per sqft ,,,Ready to Move,3 out of 3,Resale,,,,,2,
2636,"2 BHK Flat for Sale in Ireo The Corridors, Sector 67A, Gurgaon",₹1.35 Cr ,₹10417 per sqft ,,,Ready to Move,4 out of 11,New Property,,,,,2,
2637,"2 BHK Flat for Sale in Vikram Vihar, Lajpat Nagar, New Delhi",₹1.20 Cr ,₹6328 per sqft ,,,Ready to Move,14 out of 34,Resale,,,,,2,
2638,"3 BHK Flat for Sale in Oxirich Avenue, Indirapuram, Ghaziabad",₹1.12 Cr ,₹11370 per sqft ,,,Ready to Move,,New Property,,,,,3,
2639,"4 BHK Flat for Sale in Mahagun Mezzaria, Sector 78, Noida",₹3.90 Cr ,,,,,,Resale,,,,,5,
2640,"2 BHK Flat for Sale in Sahibabad, Ghaziabad",₹32 Lac ,₹12162 per sqft ,,550 sqft,Ready to Move,1 out of 4,Resale,East,Main Road,Freehold,"1 Covered,",1,2
2641,"3 BHK Flat for Sale in Veena Apartment, Dwarka Sector 22, New Delhi",₹2.25 Cr ,₹7168 per sqft ,,1450 sqft,Ready to Move,7 out of 10,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Open,3,3
2642,"3 BHK Flat for Sale in Ansal Esencia Sovereign Floors, Esencia, Sector 67, Sohna Road, Gurgaon",₹1.11 Cr ,₹9259 per sqft ,,90 sqm,Ready to Move,1 out of 2,Resale,North - East,Main Road,Leasehold,1 Open,3,4
2643,3 BHK House for Sale in Sant Nagar New Delhi,₹75 Lac ,₹9496 per sqft ,,900 sqft,Ready to Move,Ground out of 3,Resale,North - East,Main Road,Freehold,1 Covered,2,2
2644,2 BHK House for Sale in Sector XU 1 Greater Noida,₹92 Lac ,₹4900 per sqft ,,950 sqft,Ready to Move,1 out of 4,Resale,North,Garden/Park,Freehold,1 Covered,2,1
2645,"3 BHK Flat for Sale in Dwarka Mor, New Delhi",₹49 Lac ,₹3289 per sqft ,,1395 sqft,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,3 Open,2,2
2646,"2 BHK Flat for Sale in Ecotech 3, Greater Noida",₹34.5 Lac ,₹5093 per sqft ,,1100 sqft,Poss. by Dec '23,3 out of 3,New Property,East,"Garden/Park, Main Road",Leasehold,1 Open,2,2
2647,"2 BHK Flat for Sale in Shipra Sun City, Shipra Suncity, Indirapuram, Ghaziabad",₹55 Lac ,₹6400 per sqft ,,4698 sqft,Ready to Move,2 out of 4,Resale,South -West,"Garden/Park, Main Road",Leasehold,1 Covered,2,3
2648,"3 BHK Flat for Sale in Trehan Luxury Floors, Golf course Extension Road, Gurgaon",₹1.25 Cr ,₹6400 per sqft ,,1100 sqft,Ready to Move,2 out of 3,New Property,,,,,3,2
2649,"3 BHK Flat for Sale in Sector 67A, Gurgaon",₹1.25 Cr ,₹5833 per sqft ,,5000 sqft,Ready to Move,Ground out of 1,New Property,,,,,3,7
2650,2 BHK House for Sale in Noida Extention Greater Noida,₹42 Lac ,₹4167 per sqft ,,,Ready to Move,5 out of 12,Resale,,,,,2,1
2651,"3 BHK Flat for Sale in Emaar Emerald Estate, Sector 65, Gurgaon",₹1.84 Cr ,₹5321 per sqft ,,,Ready to Move,2 out of 5,Resale,,,,,3,2
2652,3 BHK House for Sale in Kalkaji New Delhi,₹50 Lac ,₹6857 per sqft ,,,Ready to Move,3 out of 3,Resale,,,,,2,2
2653,"7 BHK Villa for Sale in Taj Expressway, Greater Noida West Noida",₹2.50 Cr ,₹5375 per sqft ,,,Ready to Move,1 out of 5,Resale,,,,,7,
2654,"4 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",₹1.20 Cr ,₹19667 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,4,
2655,"2 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",₹43 Lac ,₹8774 per sqft ,,,Ready to Move,2 out of 5,Resale,,,,,2,
2656,"3 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",₹2.95 Cr ,₹5833 per sqft ,,,Ready to Move,1 out of 1,Resale,,,,,3,
2657,"3 BHK Flat for Sale in Rohini Sector 22, New Delhi",₹85 Lac ,₹3583 per sqft ,,,Ready to Move,10 out of 18,Resale,,,,,2,
2658,"1 BHK Flat for Sale in Sector 82, Dadri Road, Noida",₹35 Lac ,₹4167 per sqft ,,,Ready to Move,Ground out of 20,Resale,,,,,1,
2659,"6 BHK Flat for Sale in Shivaji Nagar, Sector 11, Gurgaon",₹12.9 Lac ,₹7011 per sqft ,,,Ready to Move,3 out of 4,Resale,,,,,8,
2660,2 BHK House for Sale in Sangam Vihar New Delhi,₹40.5 Lac ,₹5874 per sqft ,,,Ready to Move,Ground out of 2,Resale,,,,,1,
2661," Studio Apartment for Sale in Alpha 2, Greater Noida",₹34.2 Lac ,₹7222 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,5,
2662,"4 BHK Flat for Sale in Aarcity Regency Park, Greater Noida West, Greater Noida",₹1.20 Cr ,₹5769 per sqft ,,,Ready to Move,13 out of 19,Resale,,,,,2,
2663,"2 BHK Flat for Sale in Rajouri Garden, New Delhi",₹58.5 Lac ,₹2500 per sqft ,,,Ready to Move,10 out of 32,Resale,,,,,3,
2664,3 BHK House for Sale in Sector 62 Faridabad,₹60 Lac ,₹4364 per sqft ,,,Ready to Move,Ground out of 18,Resale,,,,,3,
2665,"3 BHK Flat for Sale in Unione Residency, Bahrampur, Ghaziabad",₹30 Lac ,₹19882 per sqft ,,,Ready to Move,3 out of 5,Resale,,,,,2,
